acceptable_health_care_desc;Медицина это полноценная профессия, врачи и медсестры выпускаются с полным пониманием человеческого организма и обширными знаниями о болезнях и способах их лечения. Стерилизация объектов и оборудования является обычным делом, причем фильтры Chamberland используются для фильтрации воды, а автоклав Chamberland используется для нагрева растворов выше их температуры кипения для уничтожения опасных микроорганизмов. Государственные учреждения существуют для обеспечения санитарного контроля и обеспечения отсутствия перенаселенности. Найти клинику в городском центре-относительно легкая работа, и больницы отказались от масляных ламп в пользу газовых, которые повышают эффективность работы персонала.\n§YДля полного эффекта этой реформы ваши административные расходы должны составлять не менее 40%.§W;X
good_health_care;Отличное здравоохранение;X
good_health_care_desc;Открытие нескольких вакцин произвело революцию в медицине, причем вакцинация была обязательной или настоятельно поощрялась правительством. В настоящее время врачи используют фармацевтические препараты для лечения пациентов, а полная стерилизация всего медицинского оборудования и объектов, карантинные процедуры при инфекционных заболеваниях и надлежащая утилизация медицинских отходов являются обязательной практикой, обеспечиваемой санитарными нормами государственных учреждений. Найти клиники или больницы в небольших населенных пунктах-обычное дело, переполненность-редкость, и некоторые небольшие медицинские центры начинают появляться даже в сельской местности. Больницы оснащены современным электрическим освещением и информационными плакатами для персонала.\n§YДля полного эффекта этой реформы ваши административные расходы должны составлять не менее 50%.\nA полностью финансируемая администрация предоставляет бонус к этой реформе.§W;X
penal_system;Наказание;X
capital_punishment;Смертная казнь;X
capital_punishment_l;Смертная казнь;X
capital_punishment_desc;Осужденных убивают за сравнительно мелкие преступления.;X
colonial_transportation;Транспортировка;X
colonial_transportation_l;Транспортировка;X
colonial_transportation_desc;Заключенных отправляют либо в далекие или негостеприимные места метрополии, либо в ее колонии. Это, однако, увеличивает нагрузку на бюрократию.\n§YЭта реформа увеличит колониальную миграцию, но она также увеличит необходимость бюрократов.§W;X
incarceration;Лишение свободы;X
incarceration_l;Лишение свободы;X
incarceration_desc;Осужденных сажают в тюрьму с целью удаления нежелательных лиц из общества, хотя в большинстве случаев они не используются для тяжелого физического труда.\n§YЭти реформы являются нейтральным - никаких эффектов.§W;X
rehabilitation;Реабилитация;X
rehabilitation_l;Реабилитация;X
rehabilitation_desc;Осужденных сажают в тюрьму с целью их перевоспитания и возвращения в общество.;X
political_parties;Партии;X
conscription;Военнообязанность;X
mandatory_service;Призыв по требованию;X
mandatory_service_l;Призыв по требованию;X
mandatory_service_desc;Все взрослые мужчины должны служить в армии. Правительство может призывать их столько, сколько захочет.;X
four_year_draft;Четырехлетняя служба;X
four_year_draft_l;Четырехлетняя служба;X
four_year_draft_desc;Призывники служат четыре года.;X
two_year_draft;Двухлетняя служба;X
two_year_draft_l;Двухлетняя служба;X
two_year_draft_desc;Призывники служат два года.;X
one_year_draft;Годовая служба;X
one_year_draft_l;Годовая служба;X
one_year_draft_desc;Призывники служат один год.;X
no_draft;Нет обязательной службы;X
no_draft_l;Нет обязательной службы;X
no_draft_desc;Нет обязательной службы;X
debt_law;Долговое право;X
peonage;Пеонаж;X
peonage_l;Пеонаж;X
peonage_desc;Пеона?ж — форма эксплуатации непосредственных производителей, основанная на превращении их в наследственных должников — пеонов, находящихся в кабальной зависимости от помещика или предпринимателя.;X
serfdom;Крепостничество;X
serfdom_l;Крепостничество;X
serfdom_desc;Cовокупность юридических норм, закрепляющих запрет крестьянам уходить со своих земельных наделов без разрешения властей, наследственное подчинение административной и судебной власти определённого феодала, лишение крестьян права отчуждать земельные наделы и приобретать недвижимость, иногда — возможность для феодала отчуждать крестьян без земель.;X
debtors_prisons;Долговая тюрьма;X
debtors_prisons_l;Долговая тюрьма;X
debtors_prisons_desc;Должники сидят в тюрьме до тех пор, пока их долг не будет погашен.\n§YЭта реформа нейтральна - никаких последствий.§W;X
bankruptcy;Банкротство;X
bankruptcy_l;Банкротство;X
bankruptcy_desc;Должникам разрешается объявить себя банкротами, а их предыдущие долги недействительными.;X
slavery;Рабство;X
yes_slavery;Разрешено;X
yes_slavery_desc;Рабство разрешено.\n§RЭта реформа влияет на шансы повышения населения. Повышение будет происходить медленнее, как в глобальном масштабе, так и еще больше в рабовладельческих государствах.§W\n§YНаселение в рабовладельческих государствах будут более консервативными и менее либеральными. Иммигранты реже выбирают рабовладельческие государства.§W\n§GНаселения рабов будет расти.§W;X
freedom_of_womb;Свобода чрева;X
freedom_of_womb_l;Свобода чрева;X
freedom_of_womb_desc;Дети рабов освобождаются при рождении, и в большинстве случаев освобождаются также старые рабы. Рабовладельческое население перестает расти. \n§RЭта реформа влияет на шансы повышения населения. Повышение будет происходить медленнее, как в глобальном масштабе, так и еще больше в рабовладельческих государствах.§W\n§YНаселение в рабовладельческих государствах будут более консервативными и менее либеральными. Иммигранты реже выбирают рабовладельческие государства.§W\n§GНаселения рабов перестанет расти.§W;X
no_slavery;Запрещено;X
no_slavery_desc;Запрещение рабства.;X
public_meetings;Cобрания;X
yes_meeting;Разрешены;X
yes_meeting_desc;Разрешены общественные собрания и митинги.;X
no_meeting;Запрещены;X
no_meeting_desc;Общественные собрания запрещены.;X
POLITICS_MATTERS_OF_STATE;Государственные вопросы;X
child_labor;Детский труд;X
child_labor_legal;Легально;X
child_labor_legal_l;Легально;X
child_labor_legal_desc;Никакого регулирования детского труда не существует.;X
child_labor_restricted;Детский труд ограничен;X
child_labor_restricted_l;Детский труд ограничен;X
child_labor_restricted_desc;Дети не могут работать в опасных профессиях.;X
child_labor_illegal;Нелегально;X
child_labor_illegal_l;Нелегально;X
child_labor_illegal_desc;Детский труд считается аморальным и незаконным.;X
citizens_rights;Права;X
primary_culture_only;Ограничение прав;X
primary_culture_only_l;Права только для основной культуры;X
primary_culture_only_desc;К участию в политической жизни допускаются только первоклассные граждане страны, все остальные группы обособлены. Стать гражданином первого класса трудно и крайне ограничено.;X
culture_voting_only;Культурные права;X
culture_voting_only_l;Права только для основной и признанной культуры;X
culture_voting_only_desc;Лицам, принадлежащим к культуре страны, разрешается участвовать в политической жизни страны, и гражданство этих людей значительно облегчается.;X
all_voting_pops;Без ограничений;X
all_voting_pops_l;Без ограничений;X
all_voting_pops_desc;Все легальные иммигранты, независимо от их культуры, имеют право голосовать. Облегчается получение статуса гражданства.;X
border_policy;Граница;X
closed_borders;Закрытые границы;X
closed_borders_l;Закрытые границы;X
closed_borders_desc;Людей не пускают ни в нашу страну, ни за ее пределы. Эффективность этой политики зависит от наших административных и военных расходов. Некоторые люди все еще могут эмигрировать нелегально, либо пересекая границу, либо прячась на кораблях. Завеса тайны, окутывающая нашу страну, заставляет другие народы не доверять нам.;X
quota_immigration;Иммиграционная квота;X
quota_immigration_l;Иммиграционная квота;X
quota_immigration_desc;Иностранным гражданам разрешается иммигрировать в нашу страну, если они имеют уровень грамотности выше 60% и не являются гражданами стран, которые недавно были или находятся в настоящее время в состоянии войны с нашей страной. Для эмиграции нет никаких ограничений.;X
open_borders;Открытые границы;X
open_borders_l;Открытые границы;X
open_borders_desc;Наша страна полностью открыта для иммиграции и эмиграции.;X
###################################################################;;X
#HPM TECHS;;X
###################################################################;;X
piston_steam_engine;Поршневой паровой двигатель;X
high_pressure_steam_engine;Паровой двигатель высокого давления;X
compound_steam_engines;Комбинированный паровой двигатель;X
pneumatic_and_hydraulics;Пневматика и гидравлика;X
regenerative_furnaces;Регенеративная печь;X
drilling_and_blasting;Бурение и взрывные работы;X
advanced_metallurgy;Мартеновская печь;X
electric_furnace;Электродуговая печь;X
hot_blast;Процесс горячего дутья;X
barbed_wire_defense;Колючая проволока;X
barbed_wire_defense_desc;Колючая проволока это тип стальной ограждающей проволоки, построенной с острыми краями или точками, расположенными через равные промежутки вдоль пряди. Он используется для строительства недорогих заборов и используется поверх стен или как главная особенность укреплений в траншейной войне, останавливая атаки пехоты.;X
camouflage_uniforms;Камуфляжная униформа;X
camouflage_uniforms_desc;Камуфляж это использование любой комбинации материалов, окраски или освещения для маскировки, делая цель трудноразличимой, либо маскируя ее под что-то другое.;X
bayonet_charge;Штыковая атака;X
bayonet_charge_desc;Развитие штыка в конце 17-го века привело к тому, что штыковая атака стала основной тактикой пехоты в 19-м веке и в 20-м. Уже в XIX веке военные ученые отмечали, что большинство штыковых атак не приводят к рукопашному бою. Вместо этого одна сторона обычно бежала, прежде чем началась настоящая штыковая схватка. Считалось, что акт примыкания штыков в первую очередь связан с моральным духом, с четким сигналом друзьям и врагам о готовности убивать с близкого расстояния.;X
bolt_action_rifle_armament;Стрелковое вооружение со скользящим затвором;X
bolt_action_rifle_armament_desc;Скользящий затвор - механизм огнестрельного стрелкового оружия, обеспечивающий открывание и закрывание канала ствола путём прямолинейного поступательного движения затвора вдоль оси ствола. Впервые был применен в 1824 году Иоганном Николаусом фон Дрейзе в одноименной винтовке. Европейские армии продолжали совершенствовать этот механизм вплоть до конца XIX века, и в 1898 году появилась Винтовка Маузера, одна из самых удачных и совершенных систем такого оружия.;x
machine_gun_armament;Пулеметное вооружение;x
schrapnel_standard_design;Стандартная конструкция шрапнели;X
schrapnel_standard_design_desc;Шрапнельные снаряды были противопехотными артиллерийскими боеприпасами, которые несли большое количество отдельных пуль близко к цели, а затем выбрасывали их, чтобы позволить им продолжать двигаться по траектории снаряда и поражать цель индивидуально. Их смертоносность почти полностью зависела от скорости снаряда. Окончательный дизайн шрапнельного снаряда имел мало общего с оригинальным дизайном Генри Шрапнеля, что ознаменовало быструю эволюцию технологии в то время.;X
helmet_mass_production;Массовое производство шлемов;X
helmet_mass_production_desc;Использование артиллерии и современных пулеметов вновь вызвало необходимость в стальных шлемах. Они быстро стали стандартом среди вооруженных сил, от французского Адриана и британского Броуди до немецкого Штальгельма. К 20-му веку такие шлемы обеспечивали защиту головы от осколков и осколков.;X
army_military_political_decision_making;Принятие военно-политических решений;X
army_military_political_decision_making_desc;В военное время армия становится все более влиятельной и может захватить полный контроль не только над руководством непосредственно военными действиями, но и над экономикой страны. Такую ситуацию можно охарактеризовать как военную диктатуру, осуществляемую генеральным штабом.;X
military_political_decision_making;Принятие военно-политических решений;X
young_school_doctrine;Доктрина 'Молодой школы';X
young_school_doctrine_desc;Jeune Ecole('Молодая школа') стратегическая военно-морская концепция, разработанная, которая выступает за использование небольших, мощно оснащенных подразделений для борьбы с большим флотом линкоров и коммерческими рейдерами, способными положить конец торговле враждебной нации.;X
fleet_in_being_doctrine;Доктрина 'Флот в наличии';X
fleet_in_being_doctrine_desc;Концепция 'Флота в наличии' основана на предположении, что флот находится в относительной безопасности в порту, даже если он находится рядом с противником. Сохраняя 'Флот в наличии', можно было бы поддерживать активную угрозу, которая вынудила бы противника оставаться в этом районе и не позволяла бы ему проявлять инициативу в других местах.;X
sea_power_doctrine;Доктрина морской силы;X
sea_power_doctrine_desc;Морская мощь - это средство, с помощью которого нация распространяет свою военную мощь на моря. Измеряемая с точки зрения способности нации использовать моря вопреки соперникам и конкурентам, она состоит из таких разнообразных элементов, как боевые корабли и оружие, вспомогательные суда, коммерческие суда, базы и обученный персонал.;X
modern_sail_ships;Современные парусные суда;X
modern_sail_ships_desc;Современные методы строительства, оснащения и укомплектования парусных судов позволяют создавать более эффективные и мощные корабли.;X
clipper_shipyard_construction;Верфи Клиперов;X
clipper_shipyard_construction_desc;Строительство огромных кораблей, таких как Man'o'War, - нелегкая задача, поэтому нам нужно сначала спроектировать верфь соответствующего размера, чтобы начать строительство.;X
steamer_shipyard_construction;Пароходные верфи;X
steamer_shipyard_construction_desc;Строительство пароходов непростая задача, поэтому для начала строительства нам нужно сначала спроектировать верфь соответствующего размера.;X
neocolonialism_doctrine;Доктрина Военно-Морского империализма;X
neocolonialism_doctrine_desc;Империализм - это государственное управление, практика или пропаганда расширения власти и господства, особенно путем прямого территориального приобретения или путем установления политического и экономического контроля над другими областями.;X
fish_trawlers;Рыболовный траулер;X
fish_trawlers_desc;Современный рыболовный траулер был разработан в 19 веке в английском рыболовном порту Бриксхэм. К началу XIX века рыбакам в Бриксхэме пришлось расширить свой рыболовный район еще больше, чем когда-либо прежде, из-за продолжающегося истощения запасов, происходившего в переловленных водах Южного Девона. Появившийся там траулер 'Бриксхэм' был гладкого сложения и имел высокую багровую оснастку, которая давала судну достаточную скорость, чтобы совершать дальние поездки к рыбацким угодьям в океане. Кроме того, они были достаточно прочны, чтобы буксировать большие тралы на большой глубине. Огромный траловый флот, выстроенный в Бриксхэме, принес деревне титул 'матери глубоководного рыболовства'.;X
industrial_furniture_production;Промышленное производство фурнитуры;X
industrial_furniture_production_desc;Там, где раньше плотники и столяры делали мебель вместе со всеми видами строительных конструкций из дерева, несколько обстоятельств объединились, чтобы создать новую профессию: краснодеревщика. Рост столярного производства как самостоятельной отрасли в конечном счете привел к значительной степени стандартизации методов строительства, в частности типов используемых соединений и толщины древесины для различных деталей. Это также привело к усилению разделения труда: токари, резчики, изготовители стульев, обойщики-все работали в своих соответствующих ролях, чтобы сделать и собрать мебель. В новой системе конструкции простые плоские детали соединяются между собой и затем шпонируются. Его можно сравнить с традиционным каркасным методом рельсов и стайлов, собранных вместе с врезными и шиповыми соединениями, с панелями, вставленными в пазы. Большой магазин часто сохранял свои собственные мастерские, где специальные изделия изготавливались по требованиям клиентов, но по большей части это стало практикой покупать оптом у фирм, производящих мебель.;X
industrial_sawmills;Паровые лесопилки;X
industrial_sawmills_desc;Ко времени промышленной революции было изобретено дисковое пильное полотно, и с развитием паровой энергии стала возможной гораздо большая степень механизации на лесопильных заводах. Скрап пиломатериалов с мельницы служит источником топлива для топки котла. Эффективность повышается, но и капитальные затраты на новую мельницу резко возрастают.;X
industrial_luxury_furniture_production;Промышленное производство люксорной фурнитуры;X
industrial_luxury_furniture_production_desc;Маркетри является центральным элементом декоративного использования зерна и цвета дерева в поверхностях, не нарушенных панелями для роскошной мебели. Чтобы добиться желаемого эффекта, специалист по маркетри либо рисовал узор непосредственно на древесине основы, либо прикреплял бумажный узор на древесину. Затем тонкие листы вырезали с помощью Бурина или, позже, иногда с помощью пилы, узор собирали и приклеивали к каркасу. Узоры маркетри становились все более сложными и, хотя часто цветочными, они также могли включать геометрические и повествовательные сюжеты. Спектр используемых материалов также стал более разнообразным, включая не только редкие тропические породы дерева и металлы, такие как серебро, бронза и латунь, но и широкий спектр других материалов полудрагоценной природы.;X
jean_jaures;Жан Жоре?с;X
jean_jaures_desc;Жан Жоре?с был избран в Палату депутатов в 1885 году. Потерпев поражение на выборах 1889 года, он вернулся в Тулузский университет. Он становился все более радикальным в своих политических взглядах и, прочитав Карла Маркса, начал пропагандировать социализм. Он не был революционером и поддерживал независимых социалистов. Находясь вне парламента, Яурус завершил свою гигантскую социалистическую историю Французской революции. Он также присоединился к Аристиду Бриану и Рене Вивиани в 1904 году, чтобы основать левую газету L'Humanite в 1904 году. Новая социалистическая партия под руководством Яуруса быстро росла в начале века, но раскололась из-за правильного ответа на германский милитаризм. Яурус выступал за политику международного арбитража, в то время как другие поддерживали тройственную Антанту.;X
eugen_von_bohm_bawerk;Ойген фон Бём-Ба?верк;X
eugen_von_bohm_bawerk_desc;Карьера Бём-Ба?верк как ученого была прерывистой. Наиболее значительным периодом научной деятельности были годы его пребывания в Инсбрукском университете (1881-1889). Именно в 1880-х годах он впервые опубликовал два из трех томов своего великого опуса 'капитал и проценты'. В последние годы его жизни доминировали обязанности австрийского министра финансов, должность, которую он занимал, хотя и не постоянно, на протяжении 1890-х годов и после них-и за которую он заслужил подобающую честь, имея свое изображение на австрийской банкноте в сто шиллингов. После службы в этом качестве и принятия других правительственных обязанностей он вернулся к преподаванию в 1904 году. Заведуя кафедрой в Венском университете, он стал коллегой Визера, преемником ушедшего в отставку управляющего. Среди студентов, которые прошли через университет в течение последнего десятилетия карьеры Бома-Баверка (и жизни: он умер в 1914 году), были Йозеф Шумпетер и Людвиг фон Мизес.;X
industrial_paper_production;Машины непрерывного изготовления бумаги;X
industrial_paper_production_desc;До изобретения непрерывного производства бумаги бумага изготавливалась в отдельных листах путем перемешивания контейнера с пульповой суспензией и либо заливки ее в тканевое сито, называемое листовой формой, либо погружения и подъема листовой формы из чана. Пока все еще на ткани в форме листа, влажная бумага была отжата для удаления избытка воды. Затем простыню снимали и вешали на веревку или деревянный прут для просушки на воздухе. Машина Fourdrinier, первая непрерывная машина, изменила все это. Он использует специально сплетенную конвейерную ленту сетки ткани в формируя разделе, где slurry волокна стекается для того чтобы создать непрерывное бумажное полотно, с бумагой оставленной в горизонтальной зоне дренажа, названной таблицей дренажа.;X
portland_cement;Исскуственный цемент;X
portland_cement_desc;Цементы сейчас на рынке бывают двух видов: натуральные, изготовленные непосредственно из камня, и искусственные, обычно называемые портландцементом. Изготовление первого заключается просто в обжиге и измельчении цементного камня. Искусственный цемент состоит примерно из шестидесяти двух процентов извести, смешанной с кремнеземом и силикатом глинозема почти в тех же пропорциях, что и в цементном камне, и он свободен от магнезии. В этом, по-видимому, и заключается вся разница в его конституции. При использовании искусственный цемент быстро схватывается и достигает максимальной твердости за сравнительно короткое время, природный цемент твердеет довольно медленно и достигает своей максимальной твердости только после длительного воздействия воздуха. Искусственный цемент, однако, позволял широко производить цемент, не привязанный к наличию цементного камня.;X
canning_process;Консервирование;X
canning_process_desc;Процесс консервирования был изобретен после длительных исследований Николя Аппера из Франции в 1809 году, в ответ на призыв его правительства к средствам сохранения продовольствия для армии и флота. Метод Апперта состоял в том, чтобы плотно запечатать пищу внутри бутылки или банки, нагреть ее до определенной температуры и поддерживать тепло в течение определенного периода, после чего емкость оставалась запечатанной до использования. В 1810 году Питер Дюран из Англии запатентовал использование железных банок с оловянным покрытием вместо бутылок, а к 1820 году он уже поставлял консервы Королевскому флоту в больших количествах.;X
modern_winemaking;Промышленное виноделие;X
modern_winemaking_desc;Хотя виноделие-это очень старый процесс, надлежащий опыт и оборудование, необходимые для создания линий по производству вина, необходимы для будущего отрасли.;X
carlism;Карлизм;X
carlism_desc;Карлизм - это традиционалистское и легитимистское политическое движение в Испании, стремящееся установить на испанском троне отдельную линию семьи Бурбонов. Эта линия происходила от Инфанта Карлоса, графа Молины, и была основана из-за споров о законах наследования и широко распространенного недовольства альфонсинской линией дома Бурбонов.;X
declaration_of_the_rights_of_man;Декларация Прав Человека;X
declaration_of_the_rights_of_man_desc;Декларация Прав Человека и Гражданина, основополагающий документ Французской революции, определила индивидуальные и коллективные права всех сословий королевства как универсальные.;X
caste_privileges;Сословные привилегии;X
caste_privileges_desc;Одной из первых целей британских империалистов в Индии было создание класса местных элит по своему образу и подобию. Они добились успеха, сформировав новую касту богатых индейцев, которые заняли видное положение в колонии.;X
sati_abolished;Отказ от практики Сати;X
sati_abolished_desc;Отмена похоронной практики Сати, когда недавняя вдова принесла себя в жертву на могиле своего мужа, была невероятно непопулярна в некоторых частях Индии.;X
pig_fat_cartridges;Картриджи для свиного жира;X
pig_fat_cartridges_desc;Выдача пороховых патронов, которые, как считалось, были смазаны свиным жиром, считалась невероятным оскорблением со стороны солдат сипаев и еще одним свидетельством растущего культурного разрыва между индейцами и колониальными державами.;X
spirit_of_freedom;Дух свободы;X
spirit_of_freedom_desc;Для некоторых культур понятие демократии и свободы личности коренится в самой их психике.;X
the_dark_continent;Темный континент;X
the_dark_continent_desc;Распространенное название Африки до ее освоения 'темный континент' относилось к глубоким внутренним областям, где мало кто когда-либо видел, а тем более знал что-либо о ней. Эти глубокие джунгли и пустынные пустоши были ничейной землей, населенной в основном туземцами, которые имели мало контактов с цивилизацией. С ростом исследований, вызванных колониализмом, внезапно появилась возможность колонизировать области, ранее недоступные нам.;X
